Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
England,India,India,Colombo (RPS),22-09-02,8,wickets
Bangladesh,New Zealand,New Zealand,Colombo (SSC),23-09-02,167,runs
India,South Africa,India,Colombo (RPS),25-09-02,10,runs
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),27-09-02,7,wickets
Sri Lanka,India,no result,Colombo (RPS),29-09-02,61,wickets
Sri Lanka,India,no result,Colombo (RPS),30-09-02,114,wickets
South Africa,Bangladesh,South Africa,Potchefstroom,03-10-02,168,runs
South Africa,Bangladesh,South Africa,Benoni,06-10-02,10,wickets
South Africa,Bangladesh,South Africa,Kimberley,09-10-02,7,wickets
India,West Indies,West Indies,Jamshedpur,06-11-02,4,wickets
India,West Indies,West Indies,Nagpur,09-11-02,7,wickets
India,West Indies,India,Rajkot,12-11-02,81,runs
India,West Indies,India,Ahmedabad,15-11-02,5,wickets
India,West Indies,West Indies,Vadodara,18-11-02,5,wickets
India,West Indies,India,Jodhpur,21-11-02,3,wickets
Zimbabwe,Pakistan,Pakistan,Bulawayo,23-11-02,7,runs
India,West Indies,West Indies,Vijayawada,24-11-02,135,runs
Zimbabwe,Pakistan,Pakistan,Bulawayo,24-11-02,104,runs
South Africa,Sri Lanka,South Africa,Johannesburg,27-11-02,6,wickets
Zimbabwe,Pakistan,Pakistan,Harare,27-11-02,48,runs
Bangladesh,West Indies,no result,Chittagong,29-11-02,177,runs
South Africa,Sri Lanka,South Africa,Centurion,29-11-02,177,runs
Zimbabwe,Pakistan,Pakistan,Harare,30-11-02,8,wickets
Zimbabwe,Pakistan,Pakistan,Harare,01-12-02,70,runs
South Africa,Sri Lanka,Sri Lanka,Benoni,01-12-02,7,wickets
Bangladesh,West Indies,West Indies,Dhaka,02-12-02,84,runs
Bangladesh,West Indies,West Indies,Dhaka,03-12-02,86,runs
South Africa,Sri Lanka,South Africa,Kimberley,04-12-02,8,wickets
South Africa,Sri Lanka,South Africa,Bloemfontein,06-12-02,6,wickets
South Africa,Pakistan,South Africa,Durban,08-12-02,132,runs
Zimbabwe,Kenya,no result,Harare,08-12-02,132,runs
Zimbabwe,Kenya,Zimbabwe,Kwekwe,11-12-02,47,runs
South Africa,Pakistan,Pakistan,Port Elizabeth,11-12-02,182,runs
South Africa,Pakistan,South Africa,East London,13-12-02,62,runs
Australia,England,Australia,Sydney,13-12-02,7,wickets
Australia,England,Australia,Melbourne,15-12-02,89,runs
Zimbabwe,Kenya,Zimbabwe,Bulawayo,15-12-02,9,wickets
South Africa,Pakistan,South Africa,Paarl,16-12-02,9,wickets
England,Sri Lanka,England,Brisbane,17-12-02,43,runs
South Africa,Pakistan,South Africa,Cape Town,18-12-02,34,runs
England,Sri Lanka,England,Perth,20-12-02,95,runs
Australia,Sri Lanka,Australia,Perth,22-12-02,142,runs
New Zealand,India,New Zealand,Auckland,26-12-02,3,wickets
New Zealand,India,New Zealand,Napier,29-12-02,35,runs
New Zealand,India,New Zealand,Christchurch,01-01-03,5,wickets
New Zealand,India,New Zealand,Queenstown,04-01-03,7,wickets
New Zealand,India,India,Wellington,08-01-03,2,wickets
Australia,Sri Lanka,Sri Lanka,Sydney,09-01-03,79,runs
New Zealand,India,India,Auckland,11-01-03,1,wicket
Australia,England,Australia,Hobart,11-01-03,7,runs
England,Sri Lanka,Sri Lanka,Sydney,13-01-03,31,runs
New Zealand,India,New Zealand,Hamilton,14-01-03,6,wickets
Australia,Sri Lanka,Australia,Brisbane,15-01-03,4,wickets
England,Sri Lanka,England,Adelaide,17-01-03,19,runs
Australia,England,Australia,Adelaide,19-01-03,4,wickets
Australia,Sri Lanka,Australia,Melbourne,21-01-03,9,wickets
Australia,England,Australia,Sydney,23-01-03,10,wickets
Australia,England,Australia,Melbourne,25-01-03,5,runs
South Africa,West Indies,West Indies,Cape Town,09-02-03,3,runs
New Zealand,Sri Lanka,Sri Lanka,Bloemfontein,10-02-03,47,runs
Zimbabwe,Namibia,Zimbabwe,Harare,10-02-03,86,runs
Australia,Pakistan,Australia,Johannesburg,11-02-03,82,runs
Bangladesh,Canada,Canada,Durban,11-02-03,60,runs
India,Netherlands,India,Paarl,12-02-03,68,runs
South Africa,Kenya,South Africa,Potchefstroom,12-02-03,10,wickets
New Zealand,West Indies,New Zealand,Port Elizabeth,13-02-03,20,runs
Bangladesh,Sri Lanka,Sri Lanka,Pietermaritzburg,14-02-03,10,wickets
Australia,India,Australia,Centurion,15-02-03,9,wickets
Canada,Kenya,Kenya,Cape Town,15-02-03,4,wickets
England,Netherlands,England,East London,16-02-03,6,wickets
Namibia,Pakistan,Pakistan,Kimberley,16-02-03,171,runs
South Africa,New Zealand,New Zealand,Johannesburg,16-02-03,9,wickets
Bangladesh,West Indies,no result,Benoni,18-02-03,32,wickets
England,Namibia,England,Port Elizabeth,19-02-03,55,runs
Zimbabwe,India,India,Harare,19-02-03,83,runs
Canada,Sri Lanka,Sri Lanka,Paarl,19-02-03,9,wickets
Australia,Netherlands,Australia,Potchefstroom,20-02-03,75,runs
England,Pakistan,England,Cape Town,22-02-03,112,runs
South Africa,Bangladesh,South Africa,Bloemfontein,22-02-03,10,wickets
India,Namibia,India,Pietermaritzburg,23-02-03,181,runs
Canada,West Indies,West Indies,Centurion,23-02-03,7,wickets
Kenya,Sri Lanka,Kenya,Nairobi (Gym),24-02-03,53,runs
Zimbabwe,Australia,Australia,Bulawayo,24-02-03,7,wickets
Netherlands,Pakistan,Pakistan,Paarl,25-02-03,97,runs
Bangladesh,New Zealand,New Zealand,Kimberley,26-02-03,7,wickets
England,India,India,Durban,26-02-03,82,runs
Australia,Namibia,Australia,Potchefstroom,27-02-03,256,runs
South Africa,Canada,South Africa,East London,27-02-03,118,runs
Sri Lanka,West Indies,Sri Lanka,Cape Town,28-02-03,6,runs
Zimbabwe,Netherlands,Zimbabwe,Bulawayo,28-02-03,99,runs
India,Pakistan,India,Centurion,01-03-03,6,wickets
Bangladesh,Kenya,Kenya,Johannesburg,01-03-03,32,runs
Australia,England,Australia,Port Elizabeth,02-03-03,2,wickets
South Africa,Sri Lanka,tied,Durban,03-03-03,64,runs
Canada,New Zealand,New Zealand,Benoni,03-03-03,5,wickets
Namibia,Netherlands,Netherlands,Bloemfontein,03-03-03,64,runs
Zimbabwe,Pakistan,no result,Bulawayo,04-03-03,142,runs
Kenya,West Indies,West Indies,Kimberley,04-03-03,142,runs
Australia,Sri Lanka,Australia,Centurion,07-03-03,96,runs
India,Kenya,India,Cape Town,07-03-03,6,wickets
New Zealand,Zimbabwe,New Zealand,Bloemfontein,08-03-03,6,wickets
India,Sri Lanka,India,Johannesburg,10-03-03,183,runs
Australia,New Zealand,Australia,Port Elizabeth,11-03-03,96,runs
Kenya,Zimbabwe,Kenya,Bloemfontein,12-03-03,7,wickets
India,New Zealand,India,Centurion,14-03-03,7,wickets
Australia,Kenya,Australia,Durban,15-03-03,5,wickets
Sri Lanka,Zimbabwe,Sri Lanka,East London,15-03-03,74,runs
Australia,Sri Lanka,Australia,Port Elizabeth,18-03-03,48,runs
India,Kenya,India,Durban,20-03-03,91,runs
Australia,India,Australia,Johannesburg,23-03-03,125,runs
Pakistan,Zimbabwe,Pakistan,Sharjah,03-04-03,68,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,04-04-03,7,wickets
Kenya,Zimbabwe,Zimbabwe,Sharjah,05-04-03,5,wickets
Kenya,Sri Lanka,Sri Lanka,Sharjah,06-04-03,129,runs
Sri Lanka,Zimbabwe,Zimbabwe,Sharjah,07-04-03,4,wickets
Kenya,Pakistan,Pakistan,Sharjah,08-04-03,143,runs
Pakistan,Zimbabwe,Pakistan,Sharjah,10-04-03,8,wickets
Bangladesh,India,India,Dhaka,11-04-03,200,runs
India,South Africa,India,Dhaka,13-04-03,153,runs
Bangladesh,South Africa,South Africa,Dhaka,14-04-03,83,runs
Bangladesh,India,India,Dhaka,16-04-03,4,wickets
Bangladesh,South Africa,South Africa,Dhaka,17-04-03,93,runs
India,South Africa,South Africa,Dhaka,18-04-03,5,wickets
India,South Africa,no result,Dhaka,21-04-03,42,wickets
Sri Lanka,Pakistan,Pakistan,Dambulla,10-05-03,79,runs
New Zealand,Pakistan,New Zealand,Dambulla,11-05-03,7,wickets
Sri Lanka,New Zealand,Sri Lanka,Dambulla,13-05-03,5,wickets
West Indies,Australia,Australia,Kingston,17-05-03,2,runs
Sri Lanka,Pakistan,Sri Lanka,Dambulla,18-05-03,12,runs
West Indies,Australia,Australia,Kingston,18-05-03,8,wickets
Sri Lanka,New Zealand,New Zealand,Dambulla,19-05-03,9,runs
New Zealand,Pakistan,Pakistan,Dambulla,20-05-03,22,runs
West Indies,Australia,Australia,Gros Islet,21-05-03,25,runs
New Zealand,Pakistan,New Zealand,Dambulla,23-05-03,4,wickets
West Indies,Australia,Australia,Port of Spain,24-05-03,67,runs
West Indies,Australia,West Indies,Port of Spain,25-05-03,39,runs
West Indies,Australia,West Indies,St George's,30-05-03,3,wickets
West Indies,Australia,West Indies,St George's,01-06-03,9,wickets
West Indies,Sri Lanka,Sri Lanka,Bridgetown,07-06-03,55,runs
West Indies,Sri Lanka,Sri Lanka,Bridgetown,08-06-03,4,wickets
West Indies,Sri Lanka,West Indies,Kingstown,11-06-03,6,wickets
England,Pakistan,Pakistan,Manchester,17-06-03,2,wickets
England,Pakistan,England,The Oval,20-06-03,7,wickets
England,Pakistan,England,Lord's,22-06-03,4,wickets
England,Zimbabwe,Zimbabwe,Nottingham,26-06-03,4,wickets
England,South Africa,England,The Oval,28-06-03,6,wickets
South Africa,Zimbabwe,South Africa,Canterbury,29-06-03,46,runs
England,Zimbabwe,no result,Leeds,01-07-03,26,runs
England,South Africa,South Africa,Manchester,03-07-03,7,wickets
South Africa,Zimbabwe,South Africa,Cardiff,05-07-03,9,wickets
England,Zimbabwe,England,Bristol,06-07-03,6,wickets
England,South Africa,England,Birmingham,08-07-03,4,wickets
South Africa,Zimbabwe,South Africa,Southampton,10-07-03,7,wickets
England,South Africa,England,Lord's,12-07-03,7,wickets
Australia,Bangladesh,Australia,Cairns,02-08-03,8,wickets
Australia,Bangladesh,Australia,Cairns,03-08-03,9,wickets
Australia,Bangladesh,Australia,Darwin,06-08-03,112,runs
Pakistan,Bangladesh,Pakistan,Multan,09-09-03,137,runs
Pakistan,Bangladesh,Pakistan,Faisalabad,12-09-03,74,runs
Pakistan,Bangladesh,Pakistan,Lahore,15-09-03,42,runs
Pakistan,Bangladesh,Pakistan,Rawalpindi,18-09-03,5,wickets
Pakistan,Bangladesh,Pakistan,Karachi,21-09-03,58,runs
Pakistan,South Africa,Pakistan,Lahore,03-10-03,8,runs
Pakistan,South Africa,Pakistan,Lahore,05-10-03,42,runs
Pakistan,South Africa,South Africa,Faisalabad,07-10-03,13,runs
Pakistan,South Africa,South Africa,Rawalpindi,10-10-03,6,wickets
Pakistan,South Africa,South Africa,Rawalpindi,12-10-03,7,wickets
India,New Zealand,no result,Chennai,23-10-03,22,wickets
India,Australia,India,Gwalior,26-10-03,37,runs
Australia,New Zealand,Australia,Faridabad,29-10-03,8,wickets
India,Australia,Australia,Mumbai,01-11-03,77,runs
Australia,New Zealand,Australia,Pune,03-11-03,2,wickets
India,New Zealand,New Zealand,Cuttack,06-11-03,4,wickets
Bangladesh,England,England,Chittagong,07-11-03,7,wickets
Australia,New Zealand,Australia,Guwahati,09-11-03,44,runs
Bangladesh,England,England,Dhaka,10-11-03,7,wickets
Bangladesh,England,England,Dhaka,12-11-03,7,wickets
India,Australia,Australia,Bengaluru,12-11-03,61,runs
India,New Zealand,India,Hyderabad (Deccan),15-11-03,145,runs
Sri Lanka,England,Sri Lanka,Dambulla,18-11-03,10,wickets
India,Australia,Australia,Kolkata,18-11-03,37,runs
Zimbabwe,West Indies,West Indies,Bulawayo,22-11-03,51,runs
Zimbabwe,West Indies,Zimbabwe,Bulawayo,23-11-03,6,wickets
Zimbabwe,West Indies,Zimbabwe,Harare,26-11-03,21,runs
Zimbabwe,West Indies,West Indies,Harare,29-11-03,72,runs
Pakistan,New Zealand,Pakistan,Lahore,29-11-03,3,wickets
Zimbabwe,West Indies,West Indies,Harare,30-11-03,8,wickets
Pakistan,New Zealand,Pakistan,Lahore,01-12-03,124,runs
Pakistan,New Zealand,Pakistan,Faisalabad,03-12-03,51,runs
Pakistan,New Zealand,Pakistan,Rawalpindi,05-12-03,7,wickets
Pakistan,New Zealand,Pakistan,Rawalpindi,07-12-03,49,runs
New Zealand,Pakistan,New Zealand,Auckland,03-01-04,4,wickets
New Zealand,Pakistan,Pakistan,Queenstown,07-01-04,6,wickets
Australia,India,Australia,Melbourne,09-01-04,18,runs
New Zealand,Pakistan,New Zealand,Christchurch,10-01-04,7,wickets
Australia,Zimbabwe,Australia,Sydney,11-01-04,99,runs
India,Zimbabwe,India,Hobart,14-01-04,7,wickets
New Zealand,Pakistan,New Zealand,Napier,14-01-04,8,wickets
Australia,Zimbabwe,Australia,Hobart,16-01-04,148,runs
New Zealand,Pakistan,New Zealand,Wellington,17-01-04,4,runs
Australia,India,India,Brisbane,18-01-04,19,runs
India,Zimbabwe,India,Brisbane,20-01-04,24,runs
Australia,India,Australia,Sydney,22-01-04,2,wickets
India,Zimbabwe,India,Adelaide,24-01-04,3,runs
South Africa,West Indies,South Africa,Cape Town,25-01-04,209,runs
Australia,Zimbabwe,Australia,Adelaide,26-01-04,13,runs
South Africa,West Indies,South Africa,Port Elizabeth,28-01-04,16,runs
Australia,Zimbabwe,no result,Melbourne,29-01-04,12,runs
South Africa,West Indies,no result,Durban,30-01-04,9,runs
Australia,India,Australia,Perth,01-02-04,5,wickets
South Africa,West Indies,West Indies,Centurion,01-02-04,7,wickets
India,Zimbabwe,India,Perth,03-02-04,4,wickets
South Africa,West Indies,South Africa,Johannesburg,04-02-04,4,wickets
Australia,India,Australia,Melbourne,06-02-04,7,wickets
Australia,India,Australia,Sydney,08-02-04,208,runs
New Zealand,South Africa,South Africa,Auckland,13-02-04,5,wickets
New Zealand,South Africa,New Zealand,Christchurch,17-02-04,5,wickets
Sri Lanka,Australia,Australia,Dambulla,20-02-04,84,runs
New Zealand,South Africa,New Zealand,Wellington,20-02-04,5,runs
Sri Lanka,Australia,Sri Lanka,Dambulla,22-02-04,1,run
New Zealand,South Africa,New Zealand,Dunedin,25-02-04,6,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),25-02-04,5,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),27-02-04,40,runs
New Zealand,South Africa,New Zealand,Auckland,29-02-04,2,runs
Sri Lanka,Australia,Sri Lanka,Colombo (SSC),29-02-04,3,wickets
New Zealand,South Africa,New Zealand,Napier,02-03-04,5,wickets
Zimbabwe,Bangladesh,Bangladesh,Harare,10-03-04,8,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,12-03-04,14,runs
Pakistan,India,India,Karachi,13-03-04,5,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,14-03-04,3,wickets
Pakistan,India,Pakistan,Rawalpindi,16-03-04,12,runs
Pakistan,India,Pakistan,Peshawar,19-03-04,4,wickets
Pakistan,India,India,Lahore,21-03-04,5,wickets
Pakistan,India,India,Lahore,24-03-04,40,runs
West Indies,England,England,Georgetown,18-04-04,2,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,20-04-04,12,runs
Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,22-04-04,9,wickets
West Indies,England,no result,Port of Spain,24-04-04,9,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Harare,25-04-04,9,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Harare,27-04-04,72,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,29-04-04,25,runs
West Indies,England,West Indies,Gros Islet,01-05-04,5,wickets
West Indies,England,West Indies,Gros Islet,02-05-04,4,wickets
West Indies,England,England,Bridgetown,05-05-04,5,wickets
West Indies,Bangladesh,West Indies,Kingstown,15-05-04,1,wicket
West Indies,Bangladesh,West Indies,Kingstown,16-05-04,23,runs
West Indies,Bangladesh,West Indies,St George's,19-05-04,7,wickets
Zimbabwe,Australia,Australia,Harare,25-05-04,7,wickets
Zimbabwe,Australia,Australia,Harare,27-05-04,139,runs
Zimbabwe,Australia,Australia,Harare,29-05-04,8,wickets
New Zealand,West Indies,no result,Birmingham,26-06-04,8,wickets
England,West Indies,West Indies,Nottingham,27-06-04,7,wickets
England,New Zealand,New Zealand,Chester-le-Street,29-06-04,7,wickets
England,West Indies,England,Leeds,01-07-04,7,wickets
New Zealand,West Indies,New Zealand,Cardiff,03-07-04,5,wickets
England,New Zealand,New Zealand,Bristol,04-07-04,6,wickets
England,West Indies,West Indies,Lord's,06-07-04,7,wickets
New Zealand,West Indies,no result,Southampton,08-07-04,57,wickets
New Zealand,West Indies,New Zealand,Lord's,10-07-04,107,runs
Bangladesh,Hong Kong,Bangladesh,Colombo (SSC),16-07-04,116,runs
India,U.A.E.,India,Dambulla,16-07-04,116,runs
Bangladesh,Pakistan,Pakistan,Colombo (SSC),17-07-04,76,runs
Sri Lanka,U.A.E.,Sri Lanka,Dambulla,17-07-04,116,runs
Sri Lanka,India,Sri Lanka,Dambulla,18-07-04,12,runs
Hong Kong,Pakistan,Pakistan,Colombo (SSC),18-07-04,173,runs
Bangladesh,India,India,Colombo (SSC),21-07-04,8,wickets
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),21-07-04,7,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),23-07-04,10,wickets
India,Pakistan,Pakistan,Colombo (RPS),25-07-04,59,runs
Sri Lanka,India,India,Colombo (RPS),27-07-04,4,runs
Bangladesh,Pakistan,Pakistan,Colombo (RPS),29-07-04,6,wickets
Sri Lanka,India,Sri Lanka,Colombo (RPS),01-08-04,25,runs
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),20-08-04,3,wickets
India,Pakistan,Pakistan,Amstelveen,21-08-04,66,runs
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),22-08-04,37,runs
Australia,India,no result,Amstelveen,23-08-04,20,runs
Sri Lanka,South Africa,Sri Lanka,Dambulla,25-08-04,4,wickets
Sri Lanka,South Africa,Sri Lanka,Dambulla,28-08-04,7,wickets
Australia,Pakistan,Australia,Amstelveen,28-08-04,17,runs
Sri Lanka,South Africa,Sri Lanka,Colombo (SSC),31-08-04,49,runs
England,India,England,Nottingham,01-09-04,7,wickets
England,India,England,The Oval,03-09-04,70,runs
Australia,Pakistan,Australia,Lord's,04-09-04,10,runs
England,India,India,Lord's,05-09-04,23,runs
New Zealand,U.S.A.,New Zealand,The Oval,10-09-04,210,runs
India,Kenya,India,Southampton,11-09-04,98,runs
Bangladesh,South Africa,South Africa,Birmingham,12-09-04,9,wickets
Australia,U.S.A.,Australia,Southampton,13-09-04,9,wickets
Sri Lanka,Zimbabwe,Sri Lanka,The Oval,14-09-04,4,wickets
Bangladesh,West Indies,West Indies,Southampton,15-09-04,138,runs
Australia,New Zealand,Australia,The Oval,16-09-04,7,wickets
India,Pakistan,Pakistan,Birmingham,19-09-04,3,wickets
England,Australia,England,Birmingham,21-09-04,6,wickets
Pakistan,West Indies,West Indies,Southampton,22-09-04,7,wickets
England,West Indies,West Indies,The Oval,25-09-04,2,wickets
Pakistan,Zimbabwe,Pakistan,Multan,30-09-04,144,runs
Pakistan,Zimbabwe,Pakistan,Peshawar,03-10-04,3,wickets
Pakistan,Sri Lanka,Pakistan,Karachi,06-10-04,8,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Rawalpindi,09-10-04,7,wickets
Pakistan,Sri Lanka,Pakistan,Lahore,14-10-04,6,wickets
Pakistan,Sri Lanka,Sri Lanka,Lahore,16-10-04,119,runs
Bangladesh,New Zealand,New Zealand,Chittagong,02-11-04,138,runs
Bangladesh,New Zealand,New Zealand,Dhaka,05-11-04,3,wickets
Bangladesh,New Zealand,New Zealand,Dhaka,07-11-04,83,runs
India,Pakistan,Pakistan,Kolkata,13-11-04,6,wickets
Zimbabwe,England,England,Harare,28-11-04,5,wickets
Zimbabwe,England,England,Harare,01-12-04,161,runs
Zimbabwe,England,England,Bulawayo,04-12-04,8,wickets
Zimbabwe,England,England,Bulawayo,05-12-04,74,runs
Australia,New Zealand,New Zealand,Melbourne (Docklands),05-12-04,4,wickets
Australia,New Zealand,Australia,Sydney,08-12-04,17,runs
Bangladesh,India,India,Chittagong,23-12-04,11,runs
New Zealand,Sri Lanka,New Zealand,Auckland,26-12-04,7,wickets
Bangladesh,India,Bangladesh,Dhaka,26-12-04,15,runs
Bangladesh,India,India,Dhaka,27-12-04,91,runs
Asia XI,ICC World XI,ICC World XI,Melbourne,10-01-05,112,runs
Australia,West Indies,Australia,Melbourne,14-01-05,116,runs
Australia,Pakistan,Australia,Hobart,16-01-05,4,wickets
Pakistan,West Indies,Pakistan,Brisbane,19-01-05,6,wickets
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,20-01-05,22,runs
Australia,West Indies,no result,Brisbane,21-01-05,16,runs
Australia,Pakistan,Australia,Sydney,23-01-05,9,wickets
Bangladesh,Zimbabwe,Zimbabwe,Chittagong,24-01-05,31,runs
Bangladesh,Zimbabwe,Bangladesh,Chittagong,26-01-05,40,runs
Australia,West Indies,Australia,Adelaide,26-01-05,73,runs
Pakistan,West Indies,West Indies,Adelaide,28-01-05,58,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,29-01-05,58,runs
Australia,Pakistan,Pakistan,Perth,30-01-05,3,wickets
South Africa,England,England,Johannesburg,30-01-05,26,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,31-01-05,8,wickets
Pakistan,West Indies,Pakistan,Perth,01-02-05,30,runs
South Africa,England,tied,Bloemfontein,02-02-05,24,runs
Australia,Pakistan,Australia,Melbourne,04-02-05,18,runs
South Africa,England,South Africa,Port Elizabeth,04-02-05,3,wickets
South Africa,England,South Africa,Cape Town,06-02-05,108,runs
Australia,Pakistan,Australia,Sydney,06-02-05,31,runs
South Africa,England,South Africa,East London,09-02-05,7,runs
South Africa,England,no result,Durban,11-02-05,5,runs
South Africa,England,South Africa,Centurion,13-02-05,3,wickets
New Zealand,Australia,Australia,Wellington,19-02-05,10,runs
New Zealand,Australia,Australia,Christchurch,22-02-05,106,runs
South Africa,Zimbabwe,South Africa,Johannesburg,25-02-05,165,runs
New Zealand,Australia,Australia,Auckland,26-02-05,86,runs
South Africa,Zimbabwe,South Africa,Durban,27-02-05,131,runs
New Zealand,Australia,Australia,Wellington,01-03-05,7,wickets
South Africa,Zimbabwe,South Africa,Port Elizabeth,02-03-05,5,wickets
New Zealand,Australia,Australia,Napier,05-03-05,122,runs
India,Pakistan,India,Kochi,02-04-05,87,runs
India,Pakistan,India,Visakhapatnam,05-04-05,58,runs
India,Pakistan,Pakistan,Jamshedpur,09-04-05,106,runs
India,Pakistan,Pakistan,Ahmedabad,12-04-05,3,wickets
India,Pakistan,Pakistan,Kanpur,15-04-05,5,wickets
India,Pakistan,Pakistan,Delhi,17-04-05,159,runs
West Indies,South Africa,South Africa,Kingston,07-05-05,8,wickets
West Indies,South Africa,South Africa,Kingston,08-05-05,8,wickets
West Indies,South Africa,South Africa,Bridgetown,11-05-05,1,run
West Indies,South Africa,South Africa,Port of Spain,14-05-05,6,wickets
West Indies,South Africa,South Africa,Port of Spain,15-05-05,7,wickets
West Indies,Pakistan,Pakistan,Kingstown,18-05-05,59,runs
West Indies,Pakistan,Pakistan,Gros Islet,21-05-05,40,runs
West Indies,Pakistan,Pakistan,Gros Islet,22-05-05,22,runs
England,Bangladesh,England,The Oval,16-06-05,10,wickets
Australia,Bangladesh,Bangladesh,Cardiff,18-06-05,5,wickets
England,Australia,England,Bristol,19-06-05,3,wickets
England,Bangladesh,England,Nottingham,21-06-05,168,runs
England,Australia,Australia,Chester-le-Street,23-06-05,57,runs
Australia,Bangladesh,Australia,Manchester,25-06-05,10,wickets
England,Bangladesh,England,Leeds,26-06-05,5,wickets
England,Australia,no result,Birmingham,28-06-05,6,wickets
Australia,Bangladesh,Australia,Canterbury,30-06-05,6,wickets
England,Australia,tied,Lord's,02-07-05,8,wickets
England,Australia,England,Leeds,07-07-05,9,wickets
England,Australia,Australia,Lord's,10-07-05,7,wickets
England,Australia,Australia,The Oval,12-07-05,8,wickets
Sri Lanka,India,Sri Lanka,Dambulla,30-07-05,3,wickets
India,West Indies,India,Dambulla,31-07-05,6,wickets
Sri Lanka,West Indies,Sri Lanka,Dambulla,02-08-05,50,runs
Sri Lanka,India,Sri Lanka,Dambulla,03-08-05,4,wickets
Sri Lanka,West Indies,West Indies,Colombo (RPS),06-08-05,33,runs
India,West Indies,India,Colombo (RPS),07-08-05,7,runs
Sri Lanka,India,Sri Lanka,Colombo (RPS),09-08-05,18,runs
Africa XI,Asia XI,Africa XI,Centurion,17-08-05,2,runs
Africa XI,Asia XI,Asia XI,Durban,20-08-05,17,runs
Africa XI,Asia XI,no result,Durban,21-08-05,104,runs
Zimbabwe,New Zealand,New Zealand,Bulawayo,24-08-05,192,runs
India,New Zealand,New Zealand,Bulawayo,26-08-05,51,runs
Zimbabwe,India,India,Harare,29-08-05,161,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),31-08-05,88,runs
Zimbabwe,New Zealand,New Zealand,Harare,31-08-05,27,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),02-09-05,75,runs
India,New Zealand,India,Harare,02-09-05,6,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),04-09-05,6,wickets
Zimbabwe,India,India,Harare,04-09-05,4,wickets
India,New Zealand,New Zealand,Harare,06-09-05,6,wickets
Australia,ICC World XI,Australia,Melbourne (Docklands),05-10-05,93,runs
Australia,ICC World XI,Australia,Melbourne (Docklands),07-10-05,55,runs
Australia,ICC World XI,Australia,Melbourne (Docklands),09-10-05,156,runs
South Africa,New Zealand,South Africa,Bloemfontein,23-10-05,2,wickets
India,Sri Lanka,India,Nagpur,25-10-05,152,runs
India,Sri Lanka,India,Mohali,28-10-05,8,wickets
South Africa,New Zealand,South Africa,Cape Town,28-10-05,19,runs
South Africa,New Zealand,South Africa,Port Elizabeth,30-10-05,4,wickets
India,Sri Lanka,India,Jaipur,31-10-05,6,wickets
India,Sri Lanka,India,Pune,03-11-05,4,wickets
South Africa,New Zealand,no result,Durban,04-11-05,4,wickets
South Africa,New Zealand,South Africa,Centurion,06-11-05,5,wickets
India,Sri Lanka,Sri Lanka,Ahmedabad,06-11-05,5,wickets
India,Sri Lanka,India,Rajkot,09-11-05,7,wickets
India,Sri Lanka,India,Vadodara,12-11-05,5,wickets
India,South Africa,South Africa,Hyderabad (Deccan),16-11-05,5,wickets
India,South Africa,India,Bengaluru,19-11-05,6,wickets
India,South Africa,South Africa,Kolkata,25-11-05,10,wickets
India,South Africa,India,Mumbai,28-11-05,5,wickets
New Zealand,Australia,Australia,Auckland,03-12-05,147,runs
New Zealand,Australia,Australia,Wellington,07-12-05,2,runs
New Zealand,Australia,New Zealand,Christchurch,10-12-05,2,wickets
Pakistan,England,England,Lahore,10-12-05,42,runs
Pakistan,England,Pakistan,Lahore,12-12-05,7,wickets
Pakistan,England,Pakistan,Karachi,15-12-05,165,runs
Pakistan,England,Pakistan,Rawalpindi,19-12-05,13,runs
Pakistan,England,England,Rawalpindi,21-12-05,6,runs
New Zealand,Sri Lanka,New Zealand,Queenstown,31-12-05,7,wickets
New Zealand,Sri Lanka,New Zealand,Christchurch,03-01-06,5,wickets
New Zealand,Sri Lanka,New Zealand,Wellington,06-01-06,21,runs
New Zealand,Sri Lanka,Sri Lanka,Napier,08-01-06,20,runs
Australia,Sri Lanka,Australia,Melbourne (Docklands),13-01-06,116,runs
