Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
West Indies,Australia,West Indies,St George's,2003-06-01,9,wickets
West Indies,Sri Lanka,Sri Lanka,Bridgetown,2003-06-07,55,runs
West Indies,Sri Lanka,Sri Lanka,Bridgetown,2003-06-08,4,wickets
West Indies,Sri Lanka,West Indies,Kingstown,2003-06-11,6,wickets
England,Pakistan,Pakistan,Manchester,2003-06-17,2,wickets
England,Pakistan,England,The Oval,2003-06-20,7,wickets
England,Pakistan,England,Lord's,2003-06-22,4,wickets
England,Zimbabwe,Zimbabwe,Nottingham,2003-06-26,4,wickets
England,South Africa,England,The Oval,2003-06-28,6,wickets
South Africa,Zimbabwe,South Africa,Canterbury,2003-06-29,46,runs
England,Zimbabwe,no result,Leeds,2003-07-01,,
England,South Africa,South Africa,Manchester,2003-07-03,7,wickets
South Africa,Zimbabwe,South Africa,Cardiff,2003-07-05,9,wickets
England,Zimbabwe,England,Bristol,2003-07-06,6,wickets
England,South Africa,England,Birmingham,2003-07-08,4,wickets
South Africa,Zimbabwe,South Africa,Southampton,2003-07-10,7,wickets
England,South Africa,England,Lord's,2003-07-12,7,wickets
Australia,Bangladesh,Australia,Cairns,2003-08-02,8,wickets
Australia,Bangladesh,Australia,Cairns,2003-08-03,9,wickets
Australia,Bangladesh,Australia,Darwin,2003-08-06,112,runs
Pakistan,Bangladesh,Pakistan,Multan,2003-09-09,137,runs
Pakistan,Bangladesh,Pakistan,Faisalabad,2003-09-12,74,runs
Pakistan,Bangladesh,Pakistan,Lahore,2003-09-15,42,runs
Pakistan,Bangladesh,Pakistan,Rawalpindi,2003-09-18,5,wickets
Pakistan,Bangladesh,Pakistan,Karachi,2003-09-21,58,runs
Pakistan,South Africa,Pakistan,Lahore,2003-10-03,8,runs
Pakistan,South Africa,Pakistan,Lahore,2003-10-05,42,runs
Pakistan,South Africa,South Africa,Faisalabad,2003-10-07,13,runs
Pakistan,South Africa,South Africa,Rawalpindi,2003-10-10,6,wickets
Pakistan,South Africa,South Africa,Rawalpindi,2003-10-12,7,wickets
India,New Zealand,no result,Chennai,2003-10-23,,
India,Australia,India,Gwalior,2003-10-26,37,runs
Australia,New Zealand,Australia,Faridabad,2003-10-29,8,wickets
India,Australia,Australia,Mumbai,2003-11-01,77,runs
Australia,New Zealand,Australia,Pune,2003-11-03,2,wickets
India,New Zealand,New Zealand,Cuttack,2003-11-06,4,wickets
Bangladesh,England,England,Chittagong,2003-11-07,7,wickets
Australia,New Zealand,Australia,Guwahati,2003-11-09,44,runs
Bangladesh,England,England,Dhaka,2003-11-10,7,wickets
Bangladesh,England,England,Dhaka,2003-11-12,7,wickets
India,Australia,Australia,Bengaluru,2003-11-12,61,runs
India,New Zealand,India,Hyderabad (Deccan),2003-11-15,145,runs
Sri Lanka,England,Sri Lanka,Dambulla,2003-11-18,10,wickets
India,Australia,Australia,Kolkata,2003-11-18,37,runs
Zimbabwe,West Indies,West Indies,Bulawayo,2003-11-22,51,runs
Zimbabwe,West Indies,Zimbabwe,Bulawayo,2003-11-23,6,wickets
Zimbabwe,West Indies,Zimbabwe,Harare,2003-11-26,21,runs
Zimbabwe,West Indies,West Indies,Harare,2003-11-29,72,runs
Pakistan,New Zealand,Pakistan,Lahore,2003-11-29,3,wickets
Zimbabwe,West Indies,West Indies,Harare,2003-11-30,8,wickets
Pakistan,New Zealand,Pakistan,Lahore,2003-12-01,124,runs
Pakistan,New Zealand,Pakistan,Faisalabad,2003-12-03,51,runs
Pakistan,New Zealand,Pakistan,Rawalpindi,2003-12-05,7,wickets
Pakistan,New Zealand,Pakistan,Rawalpindi,2003-12-07,49,runs
New Zealand,Pakistan,New Zealand,Auckland,2004-01-03,4,wickets
New Zealand,Pakistan,Pakistan,Queenstown,2004-01-07,6,wickets
Australia,India,Australia,Melbourne,2004-01-09,18,runs
New Zealand,Pakistan,New Zealand,Christchurch,2004-01-10,7,wickets
Australia,Zimbabwe,Australia,Sydney,2004-01-11,99,runs
New Zealand,Pakistan,New Zealand,Napier,2004-01-14,8,wickets
India,Zimbabwe,India,Hobart,2004-01-14,7,wickets
Australia,Zimbabwe,Australia,Hobart,2004-01-16,148,runs
New Zealand,Pakistan,New Zealand,Wellington,2004-01-17,4,runs
Australia,India,India,Brisbane,2004-01-18,19,runs
India,Zimbabwe,India,Brisbane,2004-01-20,24,runs
Australia,India,Australia,Sydney,2004-01-22,2,wickets
India,Zimbabwe,India,Adelaide,2004-01-24,3,runs
South Africa,West Indies,South Africa,Cape Town,2004-01-25,209,runs
Australia,Zimbabwe,Australia,Adelaide,2004-01-26,13,runs
South Africa,West Indies,South Africa,Port Elizabeth,2004-01-28,16,runs
Australia,Zimbabwe,no result,Melbourne,2004-01-29,,
South Africa,West Indies,no result,Durban,2004-01-30,,
Australia,India,Australia,Perth,2004-02-01,5,wickets
South Africa,West Indies,West Indies,Centurion,2004-02-01,7,wickets
India,Zimbabwe,India,Perth,2004-02-03,4,wickets
South Africa,West Indies,South Africa,Johannesburg,2004-02-04,4,wickets
Australia,India,Australia,Melbourne,2004-02-06,7,wickets
Australia,India,Australia,Sydney,2004-02-08,208,runs
New Zealand,South Africa,South Africa,Auckland,2004-02-13,5,wickets
New Zealand,South Africa,New Zealand,Christchurch,2004-02-17,5,wickets
New Zealand,South Africa,New Zealand,Wellington,2004-02-20,5,runs
Sri Lanka,Australia,Australia,Dambulla,2004-02-20,84,runs
Sri Lanka,Australia,Sri Lanka,Dambulla,2004-02-22,1,run
New Zealand,South Africa,New Zealand,Dunedin,2004-02-25,6,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),2004-02-25,5,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),2004-02-27,40,runs
New Zealand,South Africa,New Zealand,Auckland,2004-02-29,2,runs
Sri Lanka,Australia,Sri Lanka,Colombo (SSC),2004-02-29,3,wickets
New Zealand,South Africa,New Zealand,Napier,2004-03-02,5,wickets
Zimbabwe,Bangladesh,Bangladesh,Harare,2004-03-10,8,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,2004-03-12,14,runs
Pakistan,India,India,Karachi,2004-03-13,5,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,2004-03-14,3,wickets
Pakistan,India,Pakistan,Rawalpindi,2004-03-16,12,runs
Pakistan,India,Pakistan,Peshawar,2004-03-19,4,wickets
Pakistan,India,India,Lahore,2004-03-21,5,wickets
Pakistan,India,India,Lahore,2004-03-24,40,runs
West Indies,England,England,Georgetown,2004-04-18,2,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,2004-04-20,12,runs
Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,2004-04-22,9,wickets
West Indies,England,no result,Port of Spain,2004-04-24,,
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2004-04-25,9,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2004-04-27,72,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2004-04-29,25,runs
West Indies,England,West Indies,Gros Islet,2004-05-01,5,wickets
West Indies,England,West Indies,Gros Islet,2004-05-02,4,wickets
West Indies,England,England,Bridgetown,2004-05-05,5,wickets
West Indies,Bangladesh,West Indies,Kingstown,2004-05-15,1,wicket
West Indies,Bangladesh,West Indies,Kingstown,2004-05-16,23,runs
West Indies,Bangladesh,West Indies,St George's,2004-05-19,7,wickets
Zimbabwe,Australia,Australia,Harare,2004-05-25,7,wickets
Zimbabwe,Australia,Australia,Harare,2004-05-27,139,runs
Zimbabwe,Australia,Australia,Harare,2004-05-29,8,wickets
New Zealand,West Indies,no result,Birmingham,2004-06-26,,
England,West Indies,West Indies,Nottingham,2004-06-27,7,wickets
England,New Zealand,New Zealand,Chester-le-Street,2004-06-29,7,wickets
England,West Indies,England,Leeds,2004-07-01,7,wickets
New Zealand,West Indies,New Zealand,Cardiff,2004-07-03,5,wickets
England,New Zealand,New Zealand,Bristol,2004-07-04,6,wickets
England,West Indies,West Indies,Lord's,2004-07-06,7,wickets
New Zealand,West Indies,no result,Southampton,2004-07-08,,
New Zealand,West Indies,New Zealand,Lord's,2004-07-10,107,runs
Bangladesh,Hong Kong,Bangladesh,Colombo (SSC),2004-07-16,116,runs
India,U.A.E.,India,Dambulla,2004-07-16,116,runs
Bangladesh,Pakistan,Pakistan,Colombo (SSC),2004-07-17,76,runs
Sri Lanka,U.A.E.,Sri Lanka,Dambulla,2004-07-17,116,runs
Hong Kong,Pakistan,Pakistan,Colombo (SSC),2004-07-18,173,runs
Sri Lanka,India,Sri Lanka,Dambulla,2004-07-18,12,runs
Bangladesh,India,India,Colombo (SSC),2004-07-21,8,wickets
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),2004-07-21,7,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2004-07-23,10,wickets
India,Pakistan,Pakistan,Colombo (RPS),2004-07-25,59,runs
Sri Lanka,India,India,Colombo (RPS),2004-07-27,4,runs
Bangladesh,Pakistan,Pakistan,Colombo (RPS),2004-07-29,6,wickets
Sri Lanka,India,Sri Lanka,Colombo (RPS),2004-08-01,25,runs
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2004-08-20,3,wickets
India,Pakistan,Pakistan,Amstelveen,2004-08-21,66,runs
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2004-08-22,37,runs
Australia,India,no result,Amstelveen,2004-08-23,,
Sri Lanka,South Africa,Sri Lanka,Dambulla,2004-08-25,4,wickets
Sri Lanka,South Africa,Sri Lanka,Dambulla,2004-08-28,7,wickets
Australia,Pakistan,Australia,Amstelveen,2004-08-28,17,runs
Sri Lanka,South Africa,Sri Lanka,Colombo (SSC),2004-08-31,49,runs
England,India,England,Nottingham,2004-09-01,7,wickets
England,India,England,The Oval,2004-09-03,70,runs
Australia,Pakistan,Australia,Lord's,2004-09-04,10,runs
England,India,India,Lord's,2004-09-05,23,runs
England,Zimbabwe,England,Birmingham,,152,runs
New Zealand,U.S.A.,New Zealand,The Oval,2004-09-10,210,runs
India,Kenya,India,Southampton,2004-09-11,98,runs
Bangladesh,South Africa,South Africa,Birmingham,2004-09-12,9,wickets
Australia,U.S.A.,Australia,Southampton,2004-09-13,9,wickets
Sri Lanka,Zimbabwe,Sri Lanka,The Oval,2004-09-14,4,wickets
Kenya,Pakistan,Pakistan,Birmingham,,7,wickets
Bangladesh,West Indies,West Indies,Southampton,2004-09-15,138,runs
Australia,New Zealand,Australia,The Oval,2004-09-16,7,wickets
England,Sri Lanka,England,Southampton,,49,runs
South Africa,West Indies,West Indies,The Oval,,5,wickets
India,Pakistan,Pakistan,Birmingham,2004-09-19,3,wickets
England,Australia,England,Birmingham,2004-09-21,6,wickets
Pakistan,West Indies,West Indies,Southampton,2004-09-22,7,wickets
England,West Indies,West Indies,The Oval,2004-09-25,2,wickets
Pakistan,Zimbabwe,Pakistan,Multan,2004-09-30,144,runs
Pakistan,Zimbabwe,Pakistan,Peshawar,2004-10-03,3,wickets
Pakistan,Sri Lanka,Pakistan,Karachi,2004-10-06,8,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Rawalpindi,2004-10-09,7,wickets
Pakistan,Sri Lanka,Pakistan,Lahore,2004-10-14,6,wickets
Pakistan,Sri Lanka,Sri Lanka,Lahore,2004-10-16,119,runs
Bangladesh,New Zealand,New Zealand,Chittagong,2004-11-02,138,runs
Bangladesh,New Zealand,New Zealand,Dhaka,2004-11-05,3,wickets
Bangladesh,New Zealand,New Zealand,Dhaka,2004-11-07,83,runs
India,Pakistan,Pakistan,Kolkata,2004-11-13,6,wickets
Zimbabwe,England,England,Harare,2004-11-28,5,wickets
Zimbabwe,England,England,Harare,2004-12-01,161,runs
Zimbabwe,England,England,Bulawayo,2004-12-04,8,wickets
Australia,New Zealand,New Zealand,Melbourne (Docklands),2004-12-05,4,wickets
Zimbabwe,England,England,Bulawayo,2004-12-05,74,runs
Australia,New Zealand,Australia,Sydney,2004-12-08,17,runs
Bangladesh,India,India,Chittagong,2004-12-23,11,runs
New Zealand,Sri Lanka,New Zealand,Auckland,2004-12-26,7,wickets
Bangladesh,India,Bangladesh,Dhaka,2004-12-26,15,runs
Bangladesh,India,India,Dhaka,2004-12-27,91,runs
Asia XI,ICC World XI,ICC World XI,Melbourne,2005-01-10,112,runs
Australia,West Indies,Australia,Melbourne,2005-01-14,116,runs
Australia,Pakistan,Australia,Hobart,2005-01-16,4,wickets
Pakistan,West Indies,Pakistan,Brisbane,2005-01-19,6,wickets
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,2005-01-20,22,runs
Australia,West Indies,no result,Brisbane,2005-01-21,,
Australia,Pakistan,Australia,Sydney,2005-01-23,9,wickets
Bangladesh,Zimbabwe,Zimbabwe,Chittagong,2005-01-24,31,runs
Bangladesh,Zimbabwe,Bangladesh,Chittagong,2005-01-26,40,runs
Australia,West Indies,Australia,Adelaide,2005-01-26,73,runs
Pakistan,West Indies,West Indies,Adelaide,2005-01-28,58,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2005-01-29,58,runs
Australia,Pakistan,Pakistan,Perth,2005-01-30,3,wickets
South Africa,England,England,Johannesburg,2005-01-30,26,runs
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2005-01-31,8,wickets
Pakistan,West Indies,Pakistan,Perth,2005-02-01,30,runs
South Africa,England,tied,Bloemfontein,2005-02-02,,
Australia,Pakistan,Australia,Melbourne,2005-02-04,18,runs
South Africa,England,South Africa,Port Elizabeth,2005-02-04,3,wickets
Australia,Pakistan,Australia,Sydney,2005-02-06,31,runs
South Africa,England,South Africa,Cape Town,2005-02-06,108,runs
South Africa,England,South Africa,East London,2005-02-09,7,runs
South Africa,England,no result,Durban,2005-02-11,,
South Africa,England,South Africa,Centurion,2005-02-13,3,wickets
New Zealand,Australia,Australia,Wellington,2005-02-19,10,runs
New Zealand,Australia,Australia,Christchurch,2005-02-22,106,runs
South Africa,Zimbabwe,South Africa,Johannesburg,2005-02-25,165,runs
New Zealand,Australia,Australia,Auckland,2005-02-26,86,runs
South Africa,Zimbabwe,South Africa,Durban,2005-02-27,131,runs
New Zealand,Australia,Australia,Wellington,2005-03-01,7,wickets
South Africa,Zimbabwe,South Africa,Port Elizabeth,2005-03-02,5,wickets
New Zealand,Australia,Australia,Napier,2005-03-05,122,runs
India,Pakistan,India,Kochi,2005-04-02,87,runs
India,Pakistan,India,Visakhapatnam,2005-04-05,58,runs
India,Pakistan,Pakistan,Jamshedpur,2005-04-09,106,runs
India,Pakistan,Pakistan,Ahmedabad,2005-04-12,3,wickets
India,Pakistan,Pakistan,Kanpur,2005-04-15,5,wickets
India,Pakistan,Pakistan,Delhi,2005-04-17,159,runs
West Indies,South Africa,South Africa,Kingston,2005-05-07,8,wickets
West Indies,South Africa,South Africa,Kingston,2005-05-08,8,wickets
West Indies,South Africa,South Africa,Bridgetown,2005-05-11,1,run
West Indies,South Africa,South Africa,Port of Spain,2005-05-14,6,wickets
West Indies,South Africa,South Africa,Port of Spain,2005-05-15,7,wickets
West Indies,Pakistan,Pakistan,Kingstown,2005-05-18,59,runs
West Indies,Pakistan,Pakistan,Gros Islet,2005-05-21,40,runs
West Indies,Pakistan,Pakistan,Gros Islet,2005-05-22,22,runs
England,Bangladesh,England,The Oval,2005-06-16,10,wickets
Australia,Bangladesh,Bangladesh,Cardiff,2005-06-18,5,wickets
England,Australia,England,Bristol,2005-06-19,3,wickets
England,Bangladesh,England,Nottingham,2005-06-21,168,runs
England,Australia,Australia,Chester-le-Street,2005-06-23,57,runs
Australia,Bangladesh,Australia,Manchester,2005-06-25,10,wickets
England,Bangladesh,England,Leeds,2005-06-26,5,wickets
England,Australia,no result,Birmingham,2005-06-28,,
Australia,Bangladesh,Australia,Canterbury,2005-06-30,6,wickets
England,Australia,tied,Lord's,2005-07-02,,
England,Australia,England,Leeds,2005-07-07,9,wickets
England,Australia,Australia,Lord's,2005-07-10,7,wickets
England,Australia,Australia,The Oval,2005-07-12,8,wickets
Sri Lanka,India,Sri Lanka,Dambulla,2005-07-30,3,wickets
India,West Indies,India,Dambulla,2005-07-31,6,wickets
Sri Lanka,West Indies,Sri Lanka,Dambulla,2005-08-02,50,runs
Sri Lanka,India,Sri Lanka,Dambulla,2005-08-03,4,wickets
Sri Lanka,West Indies,West Indies,Colombo (RPS),2005-08-06,33,runs
India,West Indies,India,Colombo (RPS),2005-08-07,7,runs
Sri Lanka,India,Sri Lanka,Colombo (RPS),2005-08-09,18,runs
Africa XI,Asia XI,Africa XI,Centurion,2005-08-17,2,runs
Africa XI,Asia XI,Asia XI,Durban,2005-08-20,17,runs
Africa XI,Asia XI,no result,Durban,2005-08-21,,
Zimbabwe,New Zealand,New Zealand,Bulawayo,2005-08-24,192,runs
India,New Zealand,New Zealand,Bulawayo,2005-08-26,51,runs
Zimbabwe,India,India,Harare,2005-08-29,161,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),2005-08-31,88,runs
Zimbabwe,New Zealand,New Zealand,Harare,2005-08-31,27,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2005-09-02,75,runs
India,New Zealand,India,Harare,2005-09-02,6,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2005-09-04,6,wickets
Zimbabwe,India,India,Harare,2005-09-04,4,wickets
India,New Zealand,New Zealand,Harare,2005-09-06,6,wickets
Australia,ICC World XI,Australia,Melbourne (Docklands),2005-10-05,93,runs
Australia,ICC World XI,Australia,Melbourne (Docklands),2005-10-07,55,runs
Australia,ICC World XI,Australia,Melbourne (Docklands),2005-10-09,156,runs
South Africa,New Zealand,South Africa,Bloemfontein,2005-10-23,2,wickets
India,Sri Lanka,India,Nagpur,2005-10-25,152,runs
India,Sri Lanka,India,Mohali,2005-10-28,8,wickets
South Africa,New Zealand,South Africa,Cape Town,2005-10-28,19,runs
South Africa,New Zealand,South Africa,Port Elizabeth,2005-10-30,4,wickets
India,Sri Lanka,India,Jaipur,2005-10-31,6,wickets
India,Sri Lanka,India,Pune,2005-11-03,4,wickets
South Africa,New Zealand,no result,Durban,2005-11-04,,
South Africa,New Zealand,South Africa,Centurion,2005-11-06,5,wickets
India,Sri Lanka,Sri Lanka,Ahmedabad,2005-11-06,5,wickets
India,Sri Lanka,India,Rajkot,2005-11-09,7,wickets
India,Sri Lanka,India,Vadodara,2005-11-12,5,wickets
India,South Africa,South Africa,Hyderabad (Deccan),2005-11-16,5,wickets
India,South Africa,India,Bengaluru,2005-11-19,6,wickets
India,South Africa,South Africa,Kolkata,2005-11-25,10,wickets
India,South Africa,India,Mumbai,2005-11-28,5,wickets
New Zealand,Australia,Australia,Auckland,2005-12-03,147,runs
New Zealand,Australia,Australia,Wellington,2005-12-07,2,runs
New Zealand,Australia,New Zealand,Christchurch,2005-12-10,2,wickets
Pakistan,England,England,Lahore,2005-12-10,42,runs
Pakistan,England,Pakistan,Lahore,2005-12-12,7,wickets
Pakistan,England,Pakistan,Karachi,2005-12-15,165,runs
Pakistan,England,Pakistan,Rawalpindi,2005-12-19,13,runs
Pakistan,England,England,Rawalpindi,2005-12-21,6,runs
New Zealand,Sri Lanka,New Zealand,Queenstown,2005-12-31,7,wickets
New Zealand,Sri Lanka,New Zealand,Christchurch,2006-01-03,5,wickets
New Zealand,Sri Lanka,New Zealand,Wellington,2006-01-06,21,runs
New Zealand,Sri Lanka,Sri Lanka,Napier,2006-01-08,20,runs
Australia,Sri Lanka,Australia,Melbourne (Docklands),2006-01-13,116,runs
Australia,South Africa,South Africa,Brisbane,2006-01-15,5,wickets
South Africa,Sri Lanka,Sri Lanka,Brisbane,2006-01-17,94,runs
Australia,South Africa,Australia,Melbourne (Docklands),2006-01-20,59,runs
Australia,Sri Lanka,Sri Lanka,Sydney,2006-01-22,51,runs
South Africa,Sri Lanka,South Africa,Adelaide,2006-01-24,9,runs
Australia,Sri Lanka,Australia,Adelaide,2006-01-26,5,wickets
Australia,Sri Lanka,Australia,Perth,2006-01-29,6,wickets
South Africa,Sri Lanka,South Africa,Perth,2006-01-31,5,wickets
Australia,South Africa,Australia,Melbourne (Docklands),2006-02-03,80,runs
Australia,South Africa,Australia,Sydney,2006-02-05,57,runs
Pakistan,India,Pakistan,Peshawar,2006-02-06,7,runs
South Africa,Sri Lanka,Sri Lanka,Hobart,2006-02-07,76,runs
Australia,Sri Lanka,Sri Lanka,Adelaide,2006-02-10,22,runs
Pakistan,India,India,Rawalpindi,2006-02-11,7,wickets
Australia,Sri Lanka,Australia,Sydney,2006-02-12,167,runs
Pakistan,India,India,Lahore,2006-02-13,5,wickets
Australia,Sri Lanka,Australia,Brisbane,2006-02-14,9,wickets
Pakistan,India,India,Multan,2006-02-16,5,wickets
New Zealand,West Indies,New Zealand,Wellington,2006-02-18,81,runs
Pakistan,India,India,Karachi,2006-02-19,8,wickets
Bangladesh,Sri Lanka,Sri Lanka,Bogra,2006-02-20,5,wickets
New Zealand,West Indies,New Zealand,Queenstown,2006-02-22,3,wickets
Bangladesh,Sri Lanka,Bangladesh,Bogra,2006-02-22,4,wickets
New Zealand,West Indies,New Zealand,Christchurch,2006-02-25,21,runs
Bangladesh,Sri Lanka,Sri Lanka,Chittagong,2006-02-25,78,runs
Zimbabwe,Kenya,Zimbabwe,Bulawayo,2006-02-25,8,wickets
Zimbabwe,Kenya,Kenya,Bulawayo,2006-02-26,79,runs
South Africa,Australia,South Africa,Centurion,2006-02-26,6,wickets
New Zealand,West Indies,New Zealand,Napier,2006-03-01,91,runs
Zimbabwe,Kenya,Kenya,Harare,2006-03-01,65,runs
Zimbabwe,Kenya,Zimbabwe,Harare,2006-03-03,109,runs
South Africa,Australia,South Africa,Cape Town,2006-03-03,196,runs
New Zealand,West Indies,West Indies,Auckland,2006-03-04,3,wickets
South Africa,Australia,Australia,Port Elizabeth,2006-03-05,24,runs
South Africa,Australia,Australia,Durban,2006-03-10,1,wicket
South Africa,Australia,South Africa,Johannesburg,2006-03-12,1,wicket
Bangladesh,Kenya,Bangladesh,Bogra,2006-03-17,131,runs
Sri Lanka,Pakistan,no result,Colombo (RPS),2006-03-17,,
Sri Lanka,Pakistan,Pakistan,Colombo (RPS),2006-03-19,4,wickets
Bangladesh,Kenya,Bangladesh,Khulna,2006-03-20,9,wickets
Sri Lanka,Pakistan,Pakistan,Colombo (SSC),2006-03-22,4,wickets
Bangladesh,Kenya,Bangladesh,Fatullah,2006-03-23,20,runs
Bangladesh,Kenya,Bangladesh,Fatullah,2006-03-25,7,wickets
India,England,India,Delhi,2006-03-28,39,runs
India,England,India,Faridabad,2006-03-31,4,wickets
India,England,India,Margao,2006-04-03,49,runs
India,England,India,Kochi,2006-04-06,4,wickets
India,England,England,Jamshedpur,2006-04-12,5,wickets
India,England,India,Indore,2006-04-15,7,wickets
India,Pakistan,Pakistan,Abu Dhabi,2006-04-18,6,wickets
India,Pakistan,India,Abu Dhabi,2006-04-19,51,runs
Bangladesh,Australia,Australia,Chittagong,2006-04-23,4,wickets
Bangladesh,Australia,Australia,Fatullah,2006-04-26,67,runs
Bangladesh,Australia,Australia,Fatullah,2006-04-28,9,wickets
West Indies,Zimbabwe,West Indies,St John's,2006-04-29,5,wickets
West Indies,Zimbabwe,West Indies,St John's,2006-04-30,98,runs
West Indies,Zimbabwe,West Indies,Georgetown,2006-05-07,82,runs
West Indies,Zimbabwe,West Indies,Gros Islet,2006-05-10,10,wickets
West Indies,Zimbabwe,no result,Port of Spain,2006-05-13,,
West Indies,Zimbabwe,West Indies,Port of Spain,2006-05-14,104,runs
Canada,Zimbabwe,Zimbabwe,Port of Spain,2006-05-16,143,runs
Bermuda,Canada,Bermuda,Port of Spain,2006-05-17,3,wickets
Bermuda,Zimbabwe,Zimbabwe,Port of Spain,2006-05-18,194,runs
West Indies,India,India,Kingston,2006-05-18,5,wickets
Bermuda,Zimbabwe,Zimbabwe,Port of Spain,2006-05-20,83,runs
West Indies,India,West Indies,Kingston,2006-05-20,1,run
West Indies,India,West Indies,Basseterre,2006-05-23,4,wickets
West Indies,India,West Indies,Port of Spain,2006-05-26,6,wickets
West Indies,India,West Indies,Port of Spain,2006-05-28,19,runs
Ireland,England,England,Belfast,2006-06-13,38,runs
England,Sri Lanka,Sri Lanka,Lord's,2006-06-17,20,runs
England,Sri Lanka,Sri Lanka,The Oval,2006-06-20,46,runs
England,Sri Lanka,Sri Lanka,Chester-le-Street,2006-06-24,8,wickets
Scotland,Pakistan,Pakistan,Edinburgh,2006-06-27,5,wickets
England,Sri Lanka,Sri Lanka,Manchester,2006-06-28,33,runs
England,Sri Lanka,Sri Lanka,Leeds,2006-07-01,8,wickets
Netherlands,Sri Lanka,Sri Lanka,Amstelveen,2006-07-04,195,runs
Netherlands,Sri Lanka,Sri Lanka,Amstelveen,2006-07-06,55,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,2006-07-29,2,wickets
Zimbabwe,Bangladesh,Bangladesh,Harare,2006-07-30,62,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,2006-08-02,2,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,2006-08-04,7,wickets
Scotland,Ireland,Ireland,Ayr,2006-08-05,85,runs
Canada,Kenya,Kenya,Toronto,2006-08-05,108,runs
Zimbabwe,Bangladesh,Bangladesh,Harare,2006-08-06,8,wickets
Scotland,Netherlands,Scotland,Ayr,2006-08-06,4,wickets
Canada,Kenya,Kenya,Toronto,2006-08-06,5,wickets
Ireland,Netherlands,no result,Ayr,2006-08-08,,
Kenya,Bangladesh,Bangladesh,Nairobi (Gym),2006-08-12,6,wickets
Kenya,Bangladesh,Bangladesh,Nairobi (Gym),2006-08-13,2,wickets
Kenya,Bangladesh,Bangladesh,Nairobi (Gym),2006-08-15,6,wickets
Sri Lanka,India,no result,Colombo (SSC),,,
Canada,Bermuda,Bermuda,Toronto,2006-08-19,6,wickets
Canada,Bermuda,Bermuda,Toronto,2006-08-21,11,runs
England,Pakistan,no result,Cardiff,2006-08-30,,
England,Pakistan,Pakistan,Lord's,2006-09-02,7,wickets
England,Pakistan,Pakistan,Southampton,2006-09-05,2,wickets
England,Pakistan,England,Nottingham,2006-09-08,8,wickets
England,Pakistan,England,Birmingham,2006-09-10,3,wickets
Australia,West Indies,Australia,Kuala Lumpur,2006-09-12,78,runs
India,West Indies,West Indies,Kuala Lumpur,2006-09-14,29,runs
South Africa,Zimbabwe,South Africa,Bloemfontein,2006-09-15,5,wickets
Australia,India,no result,Kuala Lumpur,2006-09-16,,
Australia,West Indies,West Indies,Kuala Lumpur,2006-09-18,3,wickets
South Africa,Zimbabwe,South Africa,East London,2006-09-18,6,wickets
India,West Indies,India,Kuala Lumpur,2006-09-20,16,runs
South Africa,Zimbabwe,South Africa,Potchefstroom,2006-09-20,171,runs
Australia,India,Australia,Kuala Lumpur,2006-09-22,18,runs
Australia,West Indies,Australia,Kuala Lumpur,2006-09-24,127,runs
Bangladesh,Sri Lanka,Sri Lanka,Mohali,2006-10-07,37,runs
West Indies,Zimbabwe,West Indies,Ahmedabad,2006-10-08,9,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Ahmedabad,2006-10-10,144,runs
Bangladesh,West Indies,West Indies,Jaipur,2006-10-11,10,wickets
Bangladesh,Zimbabwe,Bangladesh,Jaipur,2006-10-13,101,runs
Sri Lanka,West Indies,Sri Lanka,Mumbai (BS),2006-10-14,9,wickets
India,England,India,Jaipur,2006-10-15,4,wickets
New Zealand,South Africa,New Zealand,Mumbai (BS),2006-10-16,87,runs
Pakistan,Sri Lanka,Pakistan,Jaipur,2006-10-17,4,wickets
Australia,West Indies,West Indies,Mumbai (BS),2006-10-18,10,runs
New Zealand,Sri Lanka,Sri Lanka,Mumbai (BS),2006-10-20,7,wickets
