,Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
2162,Sri Lanka,South Africa,Sri Lanka,Colombo (SSC),2004-08-31,49.0,runs
2163,England,India,England,Nottingham,2004-09-01,7.0,wickets
2164,England,India,England,The Oval,2004-09-03,70.0,runs
2165,Australia,Pakistan,Australia,Lord's,2004-09-04,10.0,runs
2166,England,India,India,Lord's,2004-09-05,23.0,runs
2168,New Zealand,U.S.A.,New Zealand,The Oval,2004-09-10,210.0,runs
2169,India,Kenya,India,Southampton,2004-09-11,98.0,runs
2170,Bangladesh,South Africa,South Africa,Birmingham,2004-09-12,9.0,wickets
2171,Australia,U.S.A.,Australia,Southampton,2004-09-13,9.0,wickets
2172,Sri Lanka,Zimbabwe,Sri Lanka,The Oval,2004-09-14,4.0,wickets
2174,Bangladesh,West Indies,West Indies,Southampton,2004-09-15,138.0,runs
2175,Australia,New Zealand,Australia,The Oval,2004-09-16,7.0,wickets
2178,India,Pakistan,Pakistan,Birmingham,2004-09-19,3.0,wickets
2179,England,Australia,England,Birmingham,2004-09-21,6.0,wickets
2180,Pakistan,West Indies,West Indies,Southampton,2004-09-22,7.0,wickets
2181,England,West Indies,West Indies,The Oval,2004-09-25,2.0,wickets
2182,Pakistan,Zimbabwe,Pakistan,Multan,2004-09-30,144.0,runs
2183,Pakistan,Zimbabwe,Pakistan,Peshawar,2004-10-03,3.0,wickets
2184,Pakistan,Sri Lanka,Pakistan,Karachi,2004-10-06,8.0,wickets
2185,Sri Lanka,Zimbabwe,Sri Lanka,Rawalpindi,2004-10-09,7.0,wickets
2186,Pakistan,Sri Lanka,Pakistan,Lahore,2004-10-14,6.0,wickets
2187,Pakistan,Sri Lanka,Sri Lanka,Lahore,2004-10-16,119.0,runs
2188,Bangladesh,New Zealand,New Zealand,Chittagong,2004-11-02,138.0,runs
2189,Bangladesh,New Zealand,New Zealand,Dhaka,2004-11-05,3.0,wickets
2190,Bangladesh,New Zealand,New Zealand,Dhaka,2004-11-07,83.0,runs
2191,India,Pakistan,Pakistan,Kolkata,2004-11-13,6.0,wickets
2192,Zimbabwe,England,England,Harare,2004-11-28,5.0,wickets
2193,Zimbabwe,England,England,Harare,2004-12-01,161.0,runs
2194,Zimbabwe,England,England,Bulawayo,2004-12-04,8.0,wickets
2196,Zimbabwe,England,England,Bulawayo,2004-12-05,74.0,runs
2195,Australia,New Zealand,New Zealand,Melbourne (Docklands),2004-12-05,4.0,wickets
2197,Australia,New Zealand,Australia,Sydney,2004-12-08,17.0,runs
2198,Bangladesh,India,India,Chittagong,2004-12-23,11.0,runs
2199,New Zealand,Sri Lanka,New Zealand,Auckland,2004-12-26,7.0,wickets
2200,Bangladesh,India,Bangladesh,Dhaka,2004-12-26,15.0,runs
2201,Bangladesh,India,India,Dhaka,2004-12-27,91.0,runs
2202,Asia XI,ICC World XI,ICC World XI,Melbourne,2005-01-10,112.0,runs
2203,Australia,West Indies,Australia,Melbourne,2005-01-14,116.0,runs
2204,Australia,Pakistan,Australia,Hobart,2005-01-16,4.0,wickets
2205,Pakistan,West Indies,Pakistan,Brisbane,2005-01-19,6.0,wickets
2206,Bangladesh,Zimbabwe,Zimbabwe,Dhaka,2005-01-20,22.0,runs
2207,Australia,West Indies,no result,Brisbane,2005-01-21,16.0,runs
2208,Australia,Pakistan,Australia,Sydney,2005-01-23,9.0,wickets
2209,Bangladesh,Zimbabwe,Zimbabwe,Chittagong,2005-01-24,31.0,runs
2210,Bangladesh,Zimbabwe,Bangladesh,Chittagong,2005-01-26,40.0,runs
2211,Australia,West Indies,Australia,Adelaide,2005-01-26,73.0,runs
2212,Pakistan,West Indies,West Indies,Adelaide,2005-01-28,58.0,runs
2213,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2005-01-29,58.0,runs
2214,Australia,Pakistan,Pakistan,Perth,2005-01-30,3.0,wickets
2215,South Africa,England,England,Johannesburg,2005-01-30,26.0,runs
2216,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2005-01-31,8.0,wickets
2217,Pakistan,West Indies,Pakistan,Perth,2005-02-01,30.0,runs
2218,South Africa,England,tied,Bloemfontein,2005-02-02,24.0,runs
2219,Australia,Pakistan,Australia,Melbourne,2005-02-04,18.0,runs
2220,South Africa,England,South Africa,Port Elizabeth,2005-02-04,3.0,wickets
2222,South Africa,England,South Africa,Cape Town,2005-02-06,108.0,runs
2221,Australia,Pakistan,Australia,Sydney,2005-02-06,31.0,runs
2223,South Africa,England,South Africa,East London,2005-02-09,7.0,runs
2224,South Africa,England,no result,Durban,2005-02-11,5.0,runs
2225,South Africa,England,South Africa,Centurion,2005-02-13,3.0,wickets
2226,New Zealand,Australia,Australia,Wellington,2005-02-19,10.0,runs
2227,New Zealand,Australia,Australia,Christchurch,2005-02-22,106.0,runs
2228,South Africa,Zimbabwe,South Africa,Johannesburg,2005-02-25,165.0,runs
2229,New Zealand,Australia,Australia,Auckland,2005-02-26,86.0,runs
2230,South Africa,Zimbabwe,South Africa,Durban,2005-02-27,131.0,runs
2231,New Zealand,Australia,Australia,Wellington,2005-03-01,7.0,wickets
2232,South Africa,Zimbabwe,South Africa,Port Elizabeth,2005-03-02,5.0,wickets
2233,New Zealand,Australia,Australia,Napier,2005-03-05,122.0,runs
2234,India,Pakistan,India,Kochi,2005-04-02,87.0,runs
2235,India,Pakistan,India,Visakhapatnam,2005-04-05,58.0,runs
2236,India,Pakistan,Pakistan,Jamshedpur,2005-04-09,106.0,runs
2237,India,Pakistan,Pakistan,Ahmedabad,2005-04-12,3.0,wickets
2238,India,Pakistan,Pakistan,Kanpur,2005-04-15,5.0,wickets
2239,India,Pakistan,Pakistan,Delhi,2005-04-17,159.0,runs
2240,West Indies,South Africa,South Africa,Kingston,2005-05-07,8.0,wickets
2241,West Indies,South Africa,South Africa,Kingston,2005-05-08,8.0,wickets
2242,West Indies,South Africa,South Africa,Bridgetown,2005-05-11,1.0,run
2243,West Indies,South Africa,South Africa,Port of Spain,2005-05-14,6.0,wickets
2244,West Indies,South Africa,South Africa,Port of Spain,2005-05-15,7.0,wickets
2245,West Indies,Pakistan,Pakistan,Kingstown,2005-05-18,59.0,runs
2246,West Indies,Pakistan,Pakistan,Gros Islet,2005-05-21,40.0,runs
2247,West Indies,Pakistan,Pakistan,Gros Islet,2005-05-22,22.0,runs
2248,England,Bangladesh,England,The Oval,2005-06-16,10.0,wickets
2249,Australia,Bangladesh,Bangladesh,Cardiff,2005-06-18,5.0,wickets
2250,England,Australia,England,Bristol,2005-06-19,3.0,wickets
2251,England,Bangladesh,England,Nottingham,2005-06-21,168.0,runs
2252,England,Australia,Australia,Chester-le-Street,2005-06-23,57.0,runs
2253,Australia,Bangladesh,Australia,Manchester,2005-06-25,10.0,wickets
2254,England,Bangladesh,England,Leeds,2005-06-26,5.0,wickets
2255,England,Australia,no result,Birmingham,2005-06-28,6.0,wickets
2256,Australia,Bangladesh,Australia,Canterbury,2005-06-30,6.0,wickets
2257,England,Australia,tied,Lord's,2005-07-02,8.0,wickets
2258,England,Australia,England,Leeds,2005-07-07,9.0,wickets
2259,England,Australia,Australia,Lord's,2005-07-10,7.0,wickets
2260,England,Australia,Australia,The Oval,2005-07-12,8.0,wickets
2261,Sri Lanka,India,Sri Lanka,Dambulla,2005-07-30,3.0,wickets
2262,India,West Indies,India,Dambulla,2005-07-31,6.0,wickets
2263,Sri Lanka,West Indies,Sri Lanka,Dambulla,2005-08-02,50.0,runs
2264,Sri Lanka,India,Sri Lanka,Dambulla,2005-08-03,4.0,wickets
2265,Sri Lanka,West Indies,West Indies,Colombo (RPS),2005-08-06,33.0,runs
2266,India,West Indies,India,Colombo (RPS),2005-08-07,7.0,runs
2267,Sri Lanka,India,Sri Lanka,Colombo (RPS),2005-08-09,18.0,runs
2268,Africa XI,Asia XI,Africa XI,Centurion,2005-08-17,2.0,runs
2269,Africa XI,Asia XI,Asia XI,Durban,2005-08-20,17.0,runs
2270,Africa XI,Asia XI,no result,Durban,2005-08-21,104.0,runs
2271,Zimbabwe,New Zealand,New Zealand,Bulawayo,2005-08-24,192.0,runs
2272,India,New Zealand,New Zealand,Bulawayo,2005-08-26,51.0,runs
2273,Zimbabwe,India,India,Harare,2005-08-29,161.0,runs
2274,Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),2005-08-31,88.0,runs
2275,Zimbabwe,New Zealand,New Zealand,Harare,2005-08-31,27.0,runs
2276,Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2005-09-02,75.0,runs
2277,India,New Zealand,India,Harare,2005-09-02,6.0,wickets
2278,Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2005-09-04,6.0,wickets
2279,Zimbabwe,India,India,Harare,2005-09-04,4.0,wickets
2280,India,New Zealand,New Zealand,Harare,2005-09-06,6.0,wickets
2281,Australia,ICC World XI,Australia,Melbourne (Docklands),2005-10-05,93.0,runs
2282,Australia,ICC World XI,Australia,Melbourne (Docklands),2005-10-07,55.0,runs
2283,Australia,ICC World XI,Australia,Melbourne (Docklands),2005-10-09,156.0,runs
2284,South Africa,New Zealand,South Africa,Bloemfontein,2005-10-23,2.0,wickets
2285,India,Sri Lanka,India,Nagpur,2005-10-25,152.0,runs
2286,India,Sri Lanka,India,Mohali,2005-10-28,8.0,wickets
2287,South Africa,New Zealand,South Africa,Cape Town,2005-10-28,19.0,runs
2288,South Africa,New Zealand,South Africa,Port Elizabeth,2005-10-30,4.0,wickets
2289,India,Sri Lanka,India,Jaipur,2005-10-31,6.0,wickets
2290,India,Sri Lanka,India,Pune,2005-11-03,4.0,wickets
2291,South Africa,New Zealand,no result,Durban,2005-11-04,4.0,wickets
2292,South Africa,New Zealand,South Africa,Centurion,2005-11-06,5.0,wickets
2293,India,Sri Lanka,Sri Lanka,Ahmedabad,2005-11-06,5.0,wickets
2294,India,Sri Lanka,India,Rajkot,2005-11-09,7.0,wickets
2295,India,Sri Lanka,India,Vadodara,2005-11-12,5.0,wickets
2296,India,South Africa,South Africa,Hyderabad (Deccan),2005-11-16,5.0,wickets
2297,India,South Africa,India,Bengaluru,2005-11-19,6.0,wickets
2298,India,South Africa,South Africa,Kolkata,2005-11-25,10.0,wickets
2299,India,South Africa,India,Mumbai,2005-11-28,5.0,wickets
2300,New Zealand,Australia,Australia,Auckland,2005-12-03,147.0,runs
2301,New Zealand,Australia,Australia,Wellington,2005-12-07,2.0,runs
2302,New Zealand,Australia,New Zealand,Christchurch,2005-12-10,2.0,wickets
2303,Pakistan,England,England,Lahore,2005-12-10,42.0,runs
2304,Pakistan,England,Pakistan,Lahore,2005-12-12,7.0,wickets
2305,Pakistan,England,Pakistan,Karachi,2005-12-15,165.0,runs
2306,Pakistan,England,Pakistan,Rawalpindi,2005-12-19,13.0,runs
2307,Pakistan,England,England,Rawalpindi,2005-12-21,6.0,runs
2308,New Zealand,Sri Lanka,New Zealand,Queenstown,2005-12-31,7.0,wickets
2309,New Zealand,Sri Lanka,New Zealand,Christchurch,2006-01-03,5.0,wickets
2310,New Zealand,Sri Lanka,New Zealand,Wellington,2006-01-06,21.0,runs
2311,New Zealand,Sri Lanka,Sri Lanka,Napier,2006-01-08,20.0,runs
2312,Australia,Sri Lanka,Australia,Melbourne (Docklands),2006-01-13,116.0,runs
2313,Australia,South Africa,South Africa,Brisbane,2006-01-15,5.0,wickets
2314,South Africa,Sri Lanka,Sri Lanka,Brisbane,2006-01-17,94.0,runs
2315,Australia,South Africa,Australia,Melbourne (Docklands),2006-01-20,59.0,runs
2316,Australia,Sri Lanka,Sri Lanka,Sydney,2006-01-22,51.0,runs
2317,South Africa,Sri Lanka,South Africa,Adelaide,2006-01-24,9.0,runs
2318,Australia,Sri Lanka,Australia,Adelaide,2006-01-26,5.0,wickets
2319,Australia,Sri Lanka,Australia,Perth,2006-01-29,6.0,wickets
2320,South Africa,Sri Lanka,South Africa,Perth,2006-01-31,5.0,wickets
2321,Australia,South Africa,Australia,Melbourne (Docklands),2006-02-03,80.0,runs
2322,Australia,South Africa,Australia,Sydney,2006-02-05,57.0,runs
2323,Pakistan,India,Pakistan,Peshawar,2006-02-06,7.0,runs
2324,South Africa,Sri Lanka,Sri Lanka,Hobart,2006-02-07,76.0,runs
2325,Australia,Sri Lanka,Sri Lanka,Adelaide,2006-02-10,22.0,runs
2326,Pakistan,India,India,Rawalpindi,2006-02-11,7.0,wickets
2327,Australia,Sri Lanka,Australia,Sydney,2006-02-12,167.0,runs
2328,Pakistan,India,India,Lahore,2006-02-13,5.0,wickets
2329,Australia,Sri Lanka,Australia,Brisbane,2006-02-14,9.0,wickets
2330,Pakistan,India,India,Multan,2006-02-16,5.0,wickets
2331,New Zealand,West Indies,New Zealand,Wellington,2006-02-18,81.0,runs
2332,Pakistan,India,India,Karachi,2006-02-19,8.0,wickets
2333,Bangladesh,Sri Lanka,Sri Lanka,Bogra,2006-02-20,5.0,wickets
2335,Bangladesh,Sri Lanka,Bangladesh,Bogra,2006-02-22,4.0,wickets
2334,New Zealand,West Indies,New Zealand,Queenstown,2006-02-22,3.0,wickets
2336,New Zealand,West Indies,New Zealand,Christchurch,2006-02-25,21.0,runs
2337,Bangladesh,Sri Lanka,Sri Lanka,Chittagong,2006-02-25,78.0,runs
2338,Zimbabwe,Kenya,Zimbabwe,Bulawayo,2006-02-25,8.0,wickets
2339,Zimbabwe,Kenya,Kenya,Bulawayo,2006-02-26,79.0,runs
2340,South Africa,Australia,South Africa,Centurion,2006-02-26,6.0,wickets
2341,New Zealand,West Indies,New Zealand,Napier,2006-03-01,91.0,runs
2342,Zimbabwe,Kenya,Kenya,Harare,2006-03-01,65.0,runs
2344,South Africa,Australia,South Africa,Cape Town,2006-03-03,196.0,runs
2343,Zimbabwe,Kenya,Zimbabwe,Harare,2006-03-03,109.0,runs
2345,New Zealand,West Indies,West Indies,Auckland,2006-03-04,3.0,wickets
2346,South Africa,Australia,Australia,Port Elizabeth,2006-03-05,24.0,runs
2347,South Africa,Australia,Australia,Durban,2006-03-10,1.0,wicket
2348,South Africa,Australia,South Africa,Johannesburg,2006-03-12,1.0,wicket
2350,Sri Lanka,Pakistan,no result,Colombo (RPS),2006-03-17,131.0,runs
2349,Bangladesh,Kenya,Bangladesh,Bogra,2006-03-17,131.0,runs
2351,Sri Lanka,Pakistan,Pakistan,Colombo (RPS),2006-03-19,4.0,wickets
2352,Bangladesh,Kenya,Bangladesh,Khulna,2006-03-20,9.0,wickets
2353,Sri Lanka,Pakistan,Pakistan,Colombo (SSC),2006-03-22,4.0,wickets
2354,Bangladesh,Kenya,Bangladesh,Fatullah,2006-03-23,20.0,runs
2355,Bangladesh,Kenya,Bangladesh,Fatullah,2006-03-25,7.0,wickets
2356,India,England,India,Delhi,2006-03-28,39.0,runs
2357,India,England,India,Faridabad,2006-03-31,4.0,wickets
2358,India,England,India,Margao,2006-04-03,49.0,runs
2359,India,England,India,Kochi,2006-04-06,4.0,wickets
2360,India,England,England,Jamshedpur,2006-04-12,5.0,wickets
2361,India,England,India,Indore,2006-04-15,7.0,wickets
2362,India,Pakistan,Pakistan,Abu Dhabi,2006-04-18,6.0,wickets
2363,India,Pakistan,India,Abu Dhabi,2006-04-19,51.0,runs
2364,Bangladesh,Australia,Australia,Chittagong,2006-04-23,4.0,wickets
2365,Bangladesh,Australia,Australia,Fatullah,2006-04-26,67.0,runs
2366,Bangladesh,Australia,Australia,Fatullah,2006-04-28,9.0,wickets
2367,West Indies,Zimbabwe,West Indies,St John's,2006-04-29,5.0,wickets
2368,West Indies,Zimbabwe,West Indies,St John's,2006-04-30,98.0,runs
2369,West Indies,Zimbabwe,West Indies,Georgetown,2006-05-07,82.0,runs
2370,West Indies,Zimbabwe,West Indies,Gros Islet,2006-05-10,10.0,wickets
2371,West Indies,Zimbabwe,no result,Port of Spain,2006-05-13,57.0,wickets
2372,West Indies,Zimbabwe,West Indies,Port of Spain,2006-05-14,104.0,runs
2373,Canada,Zimbabwe,Zimbabwe,Port of Spain,2006-05-16,143.0,runs
2374,Bermuda,Canada,Bermuda,Port of Spain,2006-05-17,3.0,wickets
2375,Bermuda,Zimbabwe,Zimbabwe,Port of Spain,2006-05-18,194.0,runs
2376,West Indies,India,India,Kingston,2006-05-18,5.0,wickets
2377,Bermuda,Zimbabwe,Zimbabwe,Port of Spain,2006-05-20,83.0,runs
2378,West Indies,India,West Indies,Kingston,2006-05-20,1.0,run
2379,West Indies,India,West Indies,Basseterre,2006-05-23,4.0,wickets
2380,West Indies,India,West Indies,Port of Spain,2006-05-26,6.0,wickets
2381,West Indies,India,West Indies,Port of Spain,2006-05-28,19.0,runs
2382,Ireland,England,England,Belfast,2006-06-13,38.0,runs
2383,England,Sri Lanka,Sri Lanka,Lord's,2006-06-17,20.0,runs
2384,England,Sri Lanka,Sri Lanka,The Oval,2006-06-20,46.0,runs
2385,England,Sri Lanka,Sri Lanka,Chester-le-Street,2006-06-24,8.0,wickets
2386,Scotland,Pakistan,Pakistan,Edinburgh,2006-06-27,5.0,wickets
2387,England,Sri Lanka,Sri Lanka,Manchester,2006-06-28,33.0,runs
2388,England,Sri Lanka,Sri Lanka,Leeds,2006-07-01,8.0,wickets
2389,Netherlands,Sri Lanka,Sri Lanka,Amstelveen,2006-07-04,195.0,runs
2390,Netherlands,Sri Lanka,Sri Lanka,Amstelveen,2006-07-06,55.0,runs
2391,Zimbabwe,Bangladesh,Zimbabwe,Harare,2006-07-29,2.0,wickets
2392,Zimbabwe,Bangladesh,Bangladesh,Harare,2006-07-30,62.0,runs
2393,Zimbabwe,Bangladesh,Zimbabwe,Harare,2006-08-02,2.0,wickets
2394,Zimbabwe,Bangladesh,Zimbabwe,Harare,2006-08-04,7.0,wickets
2396,Canada,Kenya,Kenya,Toronto,2006-08-05,108.0,runs
2395,Scotland,Ireland,Ireland,Ayr,2006-08-05,85.0,runs
2397,Zimbabwe,Bangladesh,Bangladesh,Harare,2006-08-06,8.0,wickets
2398,Scotland,Netherlands,Scotland,Ayr,2006-08-06,4.0,wickets
2399,Canada,Kenya,Kenya,Toronto,2006-08-06,5.0,wickets
2400,Ireland,Netherlands,no result,Ayr,2006-08-08,6.0,wickets
2401,Kenya,Bangladesh,Bangladesh,Nairobi (Gym),2006-08-12,6.0,wickets
2402,Kenya,Bangladesh,Bangladesh,Nairobi (Gym),2006-08-13,2.0,wickets
2403,Kenya,Bangladesh,Bangladesh,Nairobi (Gym),2006-08-15,6.0,wickets
2405,Canada,Bermuda,Bermuda,Toronto,2006-08-19,6.0,wickets
2406,Canada,Bermuda,Bermuda,Toronto,2006-08-21,11.0,runs
2407,England,Pakistan,no result,Cardiff,2006-08-30,9.0,runs
2408,England,Pakistan,Pakistan,Lord's,2006-09-02,7.0,wickets
2409,England,Pakistan,Pakistan,Southampton,2006-09-05,2.0,wickets
2410,England,Pakistan,England,Nottingham,2006-09-08,8.0,wickets
2411,England,Pakistan,England,Birmingham,2006-09-10,3.0,wickets
2412,Australia,West Indies,Australia,Kuala Lumpur,2006-09-12,78.0,runs
2413,India,West Indies,West Indies,Kuala Lumpur,2006-09-14,29.0,runs
2414,South Africa,Zimbabwe,South Africa,Bloemfontein,2006-09-15,5.0,wickets
2415,Australia,India,no result,Kuala Lumpur,2006-09-16,4.0,wickets
2416,Australia,West Indies,West Indies,Kuala Lumpur,2006-09-18,3.0,wickets
2417,South Africa,Zimbabwe,South Africa,East London,2006-09-18,6.0,wickets
2418,India,West Indies,India,Kuala Lumpur,2006-09-20,16.0,runs
2419,South Africa,Zimbabwe,South Africa,Potchefstroom,2006-09-20,171.0,runs
2420,Australia,India,Australia,Kuala Lumpur,2006-09-22,18.0,runs
2421,Australia,West Indies,Australia,Kuala Lumpur,2006-09-24,127.0,runs
2422,Bangladesh,Sri Lanka,Sri Lanka,Mohali,2006-10-07,37.0,runs
2423,West Indies,Zimbabwe,West Indies,Ahmedabad,2006-10-08,9.0,wickets
2424,Sri Lanka,Zimbabwe,Sri Lanka,Ahmedabad,2006-10-10,144.0,runs
2425,Bangladesh,West Indies,West Indies,Jaipur,2006-10-11,10.0,wickets
2426,Bangladesh,Zimbabwe,Bangladesh,Jaipur,2006-10-13,101.0,runs
2427,Sri Lanka,West Indies,Sri Lanka,Mumbai (BS),2006-10-14,9.0,wickets
2428,India,England,India,Jaipur,2006-10-15,4.0,wickets
2429,New Zealand,South Africa,New Zealand,Mumbai (BS),2006-10-16,87.0,runs
2430,Pakistan,Sri Lanka,Pakistan,Jaipur,2006-10-17,4.0,wickets
2431,Australia,West Indies,West Indies,Mumbai (BS),2006-10-18,10.0,runs
2432,New Zealand,Sri Lanka,Sri Lanka,Mumbai (BS),2006-10-20,7.0,wickets
2433,Australia,England,Australia,Jaipur,2006-10-21,6.0,wickets
2434,South Africa,Sri Lanka,South Africa,Ahmedabad,2006-10-24,78.0,runs
2435,New Zealand,Pakistan,New Zealand,Mohali,2006-10-25,51.0,runs
2436,India,West Indies,West Indies,Ahmedabad,2006-10-26,3.0,wickets
2437,Pakistan,South Africa,South Africa,Mohali,2006-10-27,124.0,runs
2438,England,West Indies,England,Ahmedabad,2006-10-28,3.0,wickets
2439,India,Australia,Australia,Mohali,2006-10-29,6.0,wickets
2440,Australia,New Zealand,Australia,Mohali,2006-11-01,34.0,runs
2441,South Africa,West Indies,West Indies,Jaipur,2006-11-02,6.0,wickets
2442,Australia,West Indies,Australia,Mumbai (BS),2006-11-05,8.0,wickets
2443,Kenya,Bermuda,Kenya,Mombasa,2006-11-11,79.0,runs
2444,Kenya,Bermuda,Kenya,Mombasa,2006-11-12,7.0,wickets
2445,Kenya,Bermuda,Kenya,Mombasa,2006-11-14,104.0,runs
2446,South Africa,India,South Africa,Durban,2006-11-22,157.0,runs
2447,Canada,Netherlands,Netherlands,Potchefstroom,2006-11-26,17.0,runs
2448,South Africa,India,South Africa,Cape Town,2006-11-26,106.0,runs
2449,Bermuda,Canada,Canada,Potchefstroom,2006-11-27,5.0,wickets
2450,Bermuda,Netherlands,Netherlands,Potchefstroom,2006-11-28,8.0,wickets
2451,South Africa,India,South Africa,Port Elizabeth,2006-11-29,80.0,runs
2452,Bangladesh,Zimbabwe,Bangladesh,Khulna,2006-11-30,9.0,wickets
2453,Bermuda,Canada,Canada,Benoni,2006-11-30,3.0,wickets
2454,Canada,Netherlands,Netherlands,Benoni,2006-12-01,1.0,wicket
2455,Bermuda,Netherlands,Bermuda,Benoni,2006-12-02,6.0,wickets
2456,Bangladesh,Zimbabwe,Bangladesh,Bogra,2006-12-03,6.0,wickets
2457,South Africa,India,South Africa,Centurion,2006-12-03,9.0,wickets
2458,Bangladesh,Zimbabwe,Bangladesh,Bogra,2006-12-05,26.0,runs
2459,Pakistan,West Indies,Pakistan,Faisalabad,2006-12-07,2.0,wickets
2460,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2006-12-08,8.0,wickets
2461,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2006-12-09,3.0,wickets
2462,Pakistan,West Indies,Pakistan,Lahore,2006-12-10,7.0,wickets
2463,Pakistan,West Indies,West Indies,Multan,2006-12-13,7.0,wickets
2464,Bangladesh,Scotland,Bangladesh,Chittagong,2006-12-15,6.0,wickets
2465,Pakistan,West Indies,Pakistan,Karachi,2006-12-16,7.0,wickets
2466,Bangladesh,Scotland,Bangladesh,Dhaka,2006-12-17,146.0,runs
2467,New Zealand,Sri Lanka,Sri Lanka,Napier,2006-12-28,7.0,wickets
2468,New Zealand,Sri Lanka,New Zealand,Queenstown,2006-12-31,1.0,wicket
2469,New Zealand,Sri Lanka,New Zealand,Christchurch,2007-01-02,4.0,wickets
2470,New Zealand,Sri Lanka,Sri Lanka,Auckland,2007-01-06,189.0,runs
2471,New Zealand,Sri Lanka,no result,Hamilton,2007-01-09,98.0,runs
2472,Australia,England,Australia,Melbourne,2007-01-12,8.0,wickets
2473,Australia,New Zealand,Australia,Hobart,2007-01-14,105.0,runs
2474,England,New Zealand,England,Hobart,2007-01-16,3.0,wickets
2475,Kenya,Scotland,Kenya,Mombasa,2007-01-17,190.0,runs
2476,Canada,Scotland,Scotland,Mombasa,2007-01-18,2.0,wickets
2477,Australia,England,Australia,Brisbane,2007-01-19,4.0,wickets
2480,Kenya,Scotland,Kenya,Mombasa,2007-01-21,6.0,runs
2479,India,West Indies,India,Nagpur,2007-01-21,14.0,runs
2478,Australia,New Zealand,Australia,Sydney,2007-01-21,2.0,wickets
2481,England,New Zealand,New Zealand,Adelaide,2007-01-23,90.0,runs
2482,Canada,Scotland,Scotland,Mombasa,2007-01-23,2.0,wickets
2483,Kenya,Canada,Canada,Mombasa,2007-01-24,69.0,runs
2484,India,West Indies,India,Cuttack,2007-01-24,20.0,runs
2485,Australia,England,Australia,Adelaide,2007-01-26,9.0,wickets
2486,India,West Indies,West Indies,Chennai,2007-01-27,3.0,wickets
2487,Australia,New Zealand,Australia,Perth,2007-01-28,8.0,runs
2488,Kenya,Bermuda,Kenya,Nairobi (Jaff),2007-01-29,10.0,wickets
2491,Ireland,Scotland,Scotland,Nairobi (Gym),2007-01-30,3.0,wickets
2490,Canada,Netherlands,Netherlands,Nairobi (Ruaraka),2007-01-30,8.0,wickets
2489,England,New Zealand,New Zealand,Perth,2007-01-30,58.0,runs
2494,Canada,Scotland,Scotland,Nairobi (Ruaraka),2007-01-31,7.0,runs
2495,Kenya,Netherlands,Kenya,Nairobi (Gym),2007-01-31,7.0,wickets
2492,India,West Indies,India,Vadodara,2007-01-31,160.0,runs
2493,Bermuda,Ireland,Ireland,Nairobi (Jaff),2007-01-31,4.0,wickets
2496,Australia,England,England,Sydney,2007-02-02,92.0,runs
2497,Bermuda,Canada,Canada,Nairobi (Gym),2007-02-02,56.0,runs
2498,Kenya,Ireland,Kenya,Nairobi (Ruaraka),2007-02-02,1.0,wicket
2499,Netherlands,Scotland,Scotland,Nairobi (Jaff),2007-02-02,2.0,runs
2500,Australia,New Zealand,Australia,Melbourne,2007-02-04,5.0,wickets
2501,Bermuda,Netherlands,Netherlands,Nairobi (Ruaraka),2007-02-04,8.0,wickets
2502,Canada,Ireland,Canada,Nairobi (Jaff),2007-02-04,6.0,wickets
2503,Kenya,Scotland,Scotland,Nairobi (Gym),2007-02-04,77.0,runs
2504,Zimbabwe,Bangladesh,Bangladesh,Harare,2007-02-04,45.0,runs
2505,South Africa,Pakistan,South Africa,Centurion,2007-02-04,164.0,runs
2507,Kenya,Canada,Kenya,Nairobi (Jaff),2007-02-05,158.0,runs
2508,Ireland,Netherlands,Netherlands,Nairobi (Gym),2007-02-05,6.0,runs
2506,Bermuda,Scotland,Bermuda,Nairobi (Ruaraka),2007-02-05,5.0,wickets
2510,Zimbabwe,Bangladesh,Zimbabwe,Harare,2007-02-06,8.0,wickets
2509,England,New Zealand,England,Brisbane,2007-02-06,14.0,runs
2511,Kenya,Scotland,Kenya,Nairobi (Gym),2007-02-07,8.0,wickets
2512,South Africa,Pakistan,Pakistan,Durban,2007-02-07,141.0,runs
2513,India,Sri Lanka,no result,Kolkata,2007-02-08,72.0,runs
2514,Australia,England,England,Melbourne,2007-02-09,4.0,wickets
2515,Zimbabwe,Bangladesh,Bangladesh,Harare,2007-02-09,14.0,runs
2516,South Africa,Pakistan,no result,Port Elizabeth,2007-02-09,14.0,runs
2517,Zimbabwe,Bangladesh,Bangladesh,Harare,2007-02-10,1.0,wicket
2519,India,Sri Lanka,Sri Lanka,Rajkot,2007-02-11,5.0,runs
2520,South Africa,Pakistan,South Africa,Cape Town,2007-02-11,10.0,wickets
2518,Australia,England,England,Sydney,2007-02-11,34.0,runs
2522,South Africa,Pakistan,South Africa,Johannesburg,2007-02-14,9.0,wickets
2521,India,Sri Lanka,India,Margao,2007-02-14,5.0,wickets
